method,image_idx,ratio,n_topk,n_spatial,n_out
advanced,261,0.22569444444444445,130,0,131
advanced,262,0.18055555555555555,104,0,105
advanced,263,0.2048611111111111,118,0,119
advanced,264,0.1579861111111111,91,0,92
advanced,265,0.18229166666666666,105,0,106
advanced,266,0.1857638888888889,107,0,108
advanced,267,0.21006944444444445,121,0,122
advanced,268,0.2013888888888889,116,0,117
advanced,269,0.2065972222222222,119,0,120
advanced,270,0.1701388888888889,98,0,99
advanced,271,0.22569444444444445,130,0,131
advanced,272,0.2065972222222222,119,0,120
advanced,273,0.2048611111111111,118,0,119
advanced,274,0.19618055555555555,113,0,114
advanced,275,0.21006944444444445,121,0,122
advanced,276,0.19618055555555555,113,0,114
advanced,277,0.17881944444444445,103,0,104
advanced,278,0.1857638888888889,107,0,108
advanced,279,0.19444444444444445,112,0,113
advanced,280,0.19270833333333334,111,0,112
advanced,281,0.1996527777777778,115,0,116
advanced,282,0.1996527777777778,115,0,116
advanced,283,0.1996527777777778,115,0,116
advanced,284,0.2204861111111111,127,0,128
advanced,285,0.21180555555555555,122,0,123
advanced,286,0.1909722222222222,110,0,111
advanced,287,0.18055555555555555,104,0,105
advanced,288,0.19791666666666666,114,0,115
advanced,289,0.1996527777777778,115,0,116
advanced,290,0.21875,126,0,127
advanced,291,0.19270833333333334,111,0,112
advanced,292,0.19444444444444445,112,0,113
advanced,293,0.203125,117,0,118
advanced,294,0.2013888888888889,116,0,117
advanced,295,0.18229166666666666,105,0,106
advanced,296,0.1996527777777778,115,0,116
advanced,297,0.1892361111111111,109,0,110
advanced,298,0.21180555555555555,122,0,123
advanced,299,0.18229166666666666,105,0,106
advanced,300,0.18229166666666666,105,0,106
advanced,301,0.2170138888888889,125,0,126
advanced,302,0.1892361111111111,109,0,110
advanced,303,0.2065972222222222,119,0,120
advanced,304,0.21006944444444445,121,0,122
advanced,305,0.18229166666666666,105,0,106
advanced,306,0.2065972222222222,119,0,120
advanced,307,0.2013888888888889,116,0,117
advanced,308,0.21180555555555555,122,0,123
advanced,309,0.2065972222222222,119,0,120
advanced,310,0.18055555555555555,104,0,105
advanced,311,0.18055555555555555,104,0,105
advanced,312,0.20833333333333334,120,0,121
advanced,313,0.21180555555555555,122,0,123
advanced,314,0.2170138888888889,125,0,126
advanced,315,0.18229166666666666,105,0,106
advanced,316,0.19270833333333334,111,0,112
advanced,317,0.1996527777777778,115,0,116
advanced,318,0.2048611111111111,118,0,119
advanced,319,0.19444444444444445,112,0,113
advanced,320,0.19791666666666666,114,0,115
advanced,321,0.19618055555555555,113,0,114
advanced,322,0.2013888888888889,116,0,117
advanced,323,0.1875,108,0,109
advanced,324,0.19444444444444445,112,0,113
advanced,325,0.1857638888888889,107,0,108
advanced,326,0.16666666666666666,96,0,97
advanced,327,0.2170138888888889,125,0,126
advanced,328,0.2065972222222222,119,0,120
advanced,329,0.1892361111111111,109,0,110
advanced,330,0.21180555555555555,122,0,123
advanced,331,0.21006944444444445,121,0,122
advanced,332,0.19791666666666666,114,0,115
advanced,333,0.1909722222222222,110,0,111
advanced,334,0.19791666666666666,114,0,115
advanced,335,0.2170138888888889,125,0,126
advanced,336,0.1840277777777778,106,0,107
advanced,337,0.18055555555555555,104,0,105
advanced,338,0.2204861111111111,127,0,128
advanced,339,0.2013888888888889,116,0,117
advanced,340,0.2152777777777778,124,0,125
advanced,341,0.19791666666666666,114,0,115
advanced,342,0.19444444444444445,112,0,113
advanced,343,0.1909722222222222,110,0,111
advanced,344,0.2065972222222222,119,0,120
advanced,345,0.1875,108,0,109
advanced,346,0.2170138888888889,125,0,126
advanced,347,0.2065972222222222,119,0,120
advanced,348,0.19618055555555555,113,0,114
advanced,349,0.1909722222222222,110,0,111
advanced,350,0.21354166666666666,123,0,124
advanced,351,0.19444444444444445,112,0,113
advanced,352,0.2204861111111111,127,0,128
advanced,353,0.19791666666666666,114,0,115
advanced,354,0.1909722222222222,110,0,111
advanced,355,0.21180555555555555,122,0,123
advanced,356,0.1840277777777778,106,0,107
advanced,357,0.1892361111111111,109,0,110
advanced,358,0.19618055555555555,113,0,114
advanced,359,0.1892361111111111,109,0,110
advanced,360,0.19618055555555555,113,0,114
advanced,361,0.1875,108,0,109
advanced,362,0.19618055555555555,113,0,114
advanced,363,0.19618055555555555,113,0,114
advanced,364,0.1892361111111111,109,0,110
advanced,365,0.2048611111111111,118,0,119
advanced,366,0.19618055555555555,113,0,114
advanced,367,0.1892361111111111,109,0,110
advanced,368,0.2222222222222222,128,0,129
advanced,369,0.2013888888888889,116,0,117
advanced,370,0.1857638888888889,107,0,108
advanced,371,0.2065972222222222,119,0,120
advanced,372,0.1996527777777778,115,0,116
advanced,373,0.203125,117,0,118
advanced,374,0.17708333333333334,102,0,103
advanced,375,0.2222222222222222,128,0,129
advanced,376,0.2170138888888889,125,0,126
advanced,377,0.2048611111111111,118,0,119
advanced,378,0.2065972222222222,119,0,120
advanced,379,0.1840277777777778,106,0,107
advanced,380,0.1857638888888889,107,0,108
advanced,381,0.22569444444444445,130,0,131
advanced,382,0.203125,117,0,118
advanced,383,0.19791666666666666,114,0,115
advanced,384,0.1684027777777778,97,0,98
advanced,385,0.1892361111111111,109,0,110
advanced,386,0.21180555555555555,122,0,123
advanced,387,0.171875,99,0,100
advanced,388,0.19791666666666666,114,0,115
advanced,389,0.2013888888888889,116,0,117
advanced,390,0.1579861111111111,91,0,92
advanced,391,0.2013888888888889,116,0,117
advanced,392,0.19618055555555555,113,0,114
advanced,393,0.203125,117,0,118
advanced,394,0.19791666666666666,114,0,115
advanced,395,0.2065972222222222,119,0,120
advanced,396,0.19618055555555555,113,0,114
advanced,397,0.203125,117,0,118
advanced,398,0.2048611111111111,118,0,119
advanced,399,0.203125,117,0,118
advanced,400,0.1996527777777778,115,0,116
advanced,401,0.2065972222222222,119,0,120
advanced,402,0.2170138888888889,125,0,126
advanced,403,0.2013888888888889,116,0,117
advanced,404,0.2152777777777778,124,0,125
advanced,405,0.19791666666666666,114,0,115
advanced,406,0.1909722222222222,110,0,111
advanced,407,0.203125,117,0,118
advanced,408,0.2048611111111111,118,0,119
advanced,409,0.1875,108,0,109
advanced,410,0.1909722222222222,110,0,111
advanced,411,0.1840277777777778,106,0,107
advanced,412,0.19618055555555555,113,0,114
advanced,413,0.21006944444444445,121,0,122
advanced,414,0.1909722222222222,110,0,111
advanced,415,0.2048611111111111,118,0,119
advanced,416,0.2170138888888889,125,0,126
advanced,417,0.20833333333333334,120,0,121
advanced,418,0.1857638888888889,107,0,108
advanced,419,0.2048611111111111,118,0,119
advanced,420,0.19444444444444445,112,0,113
advanced,421,0.21180555555555555,122,0,123
advanced,422,0.19618055555555555,113,0,114
advanced,423,0.2048611111111111,118,0,119
advanced,424,0.1996527777777778,115,0,116
advanced,425,0.16666666666666666,96,0,97
advanced,426,0.2013888888888889,116,0,117
advanced,427,0.19791666666666666,114,0,115
advanced,428,0.21180555555555555,122,0,123
advanced,429,0.19791666666666666,114,0,115
advanced,430,0.1996527777777778,115,0,116
advanced,431,0.19618055555555555,113,0,114
advanced,432,0.19618055555555555,113,0,114
advanced,433,0.19791666666666666,114,0,115
advanced,434,0.19270833333333334,111,0,112
advanced,435,0.17881944444444445,103,0,104
advanced,436,0.2013888888888889,116,0,117
advanced,437,0.20833333333333334,120,0,121
advanced,438,0.19270833333333334,111,0,112
advanced,439,0.19618055555555555,113,0,114
advanced,440,0.19791666666666666,114,0,115
advanced,441,0.21180555555555555,122,0,123
advanced,442,0.22569444444444445,130,0,131
advanced,443,0.2013888888888889,116,0,117
advanced,444,0.18229166666666666,105,0,106
advanced,445,0.21180555555555555,122,0,123
advanced,446,0.21180555555555555,122,0,123
advanced,447,0.2152777777777778,124,0,125
advanced,448,0.21006944444444445,121,0,122
advanced,449,0.2170138888888889,125,0,126
advanced,450,0.21006944444444445,121,0,122
advanced,451,0.1909722222222222,110,0,111
advanced,452,0.21180555555555555,122,0,123
advanced,453,0.203125,117,0,118
advanced,454,0.1875,108,0,109
advanced,455,0.17708333333333334,102,0,103
advanced,456,0.21354166666666666,123,0,124
advanced,457,0.1857638888888889,107,0,108
advanced,458,0.19791666666666666,114,0,115
advanced,459,0.2222222222222222,128,0,129
advanced,460,0.1996527777777778,115,0,116
advanced,461,0.18229166666666666,105,0,106
advanced,462,0.19618055555555555,113,0,114
advanced,463,0.19444444444444445,112,0,113
advanced,464,0.17881944444444445,103,0,104
advanced,465,0.2048611111111111,118,0,119
advanced,466,0.2152777777777778,124,0,125
advanced,467,0.21875,126,0,127
advanced,468,0.19270833333333334,111,0,112
advanced,469,0.19444444444444445,112,0,113
advanced,470,0.1736111111111111,100,0,101
advanced,471,0.1996527777777778,115,0,116
advanced,472,0.2065972222222222,119,0,120
advanced,473,0.21006944444444445,121,0,122
advanced,474,0.2013888888888889,116,0,117
advanced,475,0.19791666666666666,114,0,115
advanced,476,0.1909722222222222,110,0,111
advanced,477,0.21180555555555555,122,0,123
advanced,478,0.21180555555555555,122,0,123
advanced,479,0.1996527777777778,115,0,116
advanced,480,0.17881944444444445,103,0,104
advanced,481,0.21354166666666666,123,0,124
advanced,482,0.1875,108,0,109
advanced,483,0.2170138888888889,125,0,126
advanced,484,0.1892361111111111,109,0,110
advanced,485,0.2048611111111111,118,0,119
advanced,486,0.2048611111111111,118,0,119
advanced,487,0.2204861111111111,127,0,128
advanced,488,0.19618055555555555,113,0,114
advanced,489,0.21875,126,0,127
advanced,490,0.21180555555555555,122,0,123
advanced,491,0.1996527777777778,115,0,116
advanced,492,0.1892361111111111,109,0,110
advanced,493,0.19444444444444445,112,0,113
advanced,494,0.18229166666666666,105,0,106
advanced,495,0.203125,117,0,118
advanced,496,0.19791666666666666,114,0,115
advanced,497,0.19618055555555555,113,0,114
advanced,498,0.1996527777777778,115,0,116
advanced,499,0.1875,108,0,109
