component,N,B,mean_ms,std_ms
T_quant,91,1,2.0810317317955196,0.0323222057368768
T_quant,91,2,2.2322715318296105,0.08344443593821957
T_quant,91,4,3.293048865161836,0.03152730853343535
T_quant,92,1,2.076801547082141,0.03997434079162293
T_quant,92,2,2.2261092136614025,0.015329146095419612
T_quant,92,4,3.305793156614527,0.054048344751055875
T_quant,93,1,2.088492962066084,0.048328997202620655
T_quant,93,2,2.2286198870278895,0.013471003306748051
T_quant,93,4,3.319522299570963,0.0204142921666742
T_quant,94,1,2.079396788030863,0.014340551700261595
T_quant,94,2,2.2309837315697223,0.01857894902888313
T_quant,94,4,3.343279134714976,0.04033500317550493
T_quant,95,1,2.0983964286278933,0.0511133560513552
T_quant,95,2,2.2292509372346103,0.011923044950678944
T_quant,95,4,3.352600699290633,0.021711486300475227
T_quant,96,1,2.0933170162606984,0.07723195514822923
T_quant,96,2,2.2528435883577913,0.07280411853164027
T_quant,96,4,3.3853074302896857,0.050729203409092524
T_quant,97,1,2.1582846133969724,0.02071783023665556
T_quant,97,2,2.379670396912843,0.20275215963614243
T_quant,97,4,3.4758648520801216,0.05281792919666854
T_quant,98,1,2.1558192919474095,0.012137693985681482
T_quant,98,2,2.3142338765319437,0.037530728493884516
T_quant,98,4,3.5028455243445933,0.06346519630264497
T_quant,99,1,2.1756070130504668,0.03843650919287115
T_quant,99,2,2.318831088487059,0.05651952893418299
T_quant,99,4,3.526616832241416,0.08740509015496638
T_quant,100,1,2.1634327445644885,0.03135980492530303
T_quant,100,2,2.3249605076853186,0.057525758237093785
T_quant,100,4,3.5230262798722833,0.04228919164270943
T_quant,101,1,2.165709949331358,0.016154854312973532
T_quant,101,2,2.3212641302961856,0.022697973559922868
T_quant,101,4,3.59432932571508,0.3001578620615569
T_quant,102,1,2.16837172745727,0.013969336262884454
T_quant,102,2,2.405545349465683,0.20805656544739387
T_quant,102,4,3.56984154204838,0.07022966806400945
T_quant,103,1,2.175806367304176,0.027498365515793825
T_quant,103,2,2.331882903818041,0.02035533971145042
T_quant,103,4,3.5985216579865664,0.11065757713747251
T_quant,104,1,2.1746678405907005,0.03906121031528094
T_quant,104,2,2.3356844985391945,0.016423961873208864
T_quant,104,4,3.6130192736163735,0.08132266696726806
T_quant,105,1,2.175449242349714,0.03351659390959033
T_quant,105,2,2.3538962262682617,0.13647522329049655
T_quant,105,4,3.6256133357528597,0.07225035709339593
T_quant,106,1,2.171084152068943,0.020884734804706116
T_quant,106,2,2.348056243499741,0.037008887858967734
T_quant,106,4,3.651009239256382,0.08614615317034487
T_quant,107,1,2.201603187713772,0.15011434637895255
T_quant,107,2,2.3439085308928043,0.016889394106289733
T_quant,107,4,3.6591937870252877,0.06784130802774438
T_quant,108,1,2.1764092380180955,0.016405632477470507
T_quant,108,2,2.3613491922151297,0.0724899899690482
T_quant,108,4,3.678709517698735,0.08047185062899415
