component,N,mean_ms,std_ms
T_proj_llm,339,1333.8192086899653,0.3983333767131961
T_proj_llm,340,1106.4036690979265,0.14097700821039116
T_proj_llm,341,1338.1891767145135,0.19614036105745744
T_proj_llm,342,1086.5287692053244,0.1986561082675934
T_proj_llm,343,1345.169844222255,0.248544515628869
T_proj_llm,344,1054.9797040992416,0.20860896679264943
T_proj_llm,345,1545.9121601074003,0.16838987205914244
T_proj_llm,346,1282.7963469782844,0.3021178621134647
T_proj_llm,347,1547.5348526844755,0.19248504567631464
T_proj_llm,348,1302.179298712872,0.08031246548951408
T_proj_llm,349,1551.1107234982774,0.17062770544263098
T_proj_llm,350,1288.5777110350318,0.11207012237140823
T_proj_llm,351,1558.892573788762,0.5913345226560214
T_proj_llm,352,1247.0049289055169,0.12337734380722286
T_proj_llm,353,1563.37684658356,0.23256687205585233
T_proj_llm,354,1294.7005669935606,0.27540437116016764
T_proj_llm,355,1563.504605984781,0.15741610237015113
T_proj_llm,356,1313.65481041139,0.6094926664007582
T_proj_llm,357,1566.235821286682,0.40406722776507814
T_proj_llm,358,1299.1880055167712,0.08463210348987786
T_proj_llm,359,1573.1385286082514,0.1561866060891772
T_proj_llm,360,1255.3673764225096,0.23790912954374824
T_proj_llm,361,1590.429224318359,0.542183526403637
T_proj_llm,362,1304.8101463355124,0.14659903974739721
T_proj_llm,363,1590.9797193016857,0.20319564455196387
T_proj_llm,364,1323.8692362094298,0.17711894085693294
T_proj_llm,365,1595.293166313786,0.4287391872435971
T_proj_llm,366,1309.4541813945398,0.17595760498028612
T_proj_llm,367,1603.4530281205662,0.20986743958012427
T_proj_llm,368,1267.8173505002633,0.3488684723861968
T_proj_llm,369,1607.6696795760654,0.21451649768490666
T_proj_llm,370,1324.3369432049803,2.1548300367227666
T_proj_llm,371,1606.258450972382,0.39782489107377283
T_proj_llm,372,1337.316359509714,0.14063344770345407
T_proj_llm,373,1609.0696203988045,0.1718232272522452
T_proj_llm,374,1329.248854808975,0.23332055957620604
T_proj_llm,375,1617.2903860919178,0.18484944757149938
T_proj_llm,376,1277.1225604228675,0.3253594588773346
T_proj_llm,377,1636.7223620298319,0.14028069990927935
T_proj_llm,378,1342.0825341832824,0.2223832290776041
T_proj_llm,379,1636.9175110245124,0.3456000991453486
T_proj_llm,380,1356.0256394091994,0.29728708007282534
T_proj_llm,381,1640.8460033126175,0.2654196518191135
T_proj_llm,382,1347.9046175838448,0.203169791861991
T_proj_llm,383,1650.4338870057836,0.23945930072131386
T_proj_llm,384,1290.0379700120538,0.18967121359327588
T_proj_llm,385,1654.3992822989821,0.29581927050649115
T_proj_llm,386,1353.5188116133213,0.13593095838246055
T_proj_llm,387,1652.307925594505,0.45105581991408983
T_proj_llm,388,1365.8122154069133,0.13767920650283677
T_proj_llm,389,1656.0258020064794,0.23687417501337008
T_proj_llm,390,1361.9494172977284,0.22944832092886647
T_proj_llm,391,1666.108487918973,0.19810102935540855
T_proj_llm,392,1300.607051094994,0.17882614876996597
T_proj_llm,393,1686.264881619718,0.1976539360743004
T_proj_llm,394,1368.2151852059178,0.22279251043342588
T_proj_llm,395,1684.708360908553,0.3597126248589129
T_proj_llm,396,1377.0513540017419,0.506465481645757
T_proj_llm,397,1688.3023073896766,0.22653584439269314
T_proj_llm,398,1368.9751591184177,0.13898138982277491
T_proj_llm,399,1699.6096797753125,0.15135273655433243
T_proj_llm,400,1311.5180382272229,0.31154476862291475
T_proj_llm,401,1702.7152917115018,0.2199013599970365
T_proj_llm,402,1374.5819772942923,0.2519363078061263
T_proj_llm,403,1701.0429190821014,0.2602435111926869
